Availability;Caption;ClassGuid;CompatibleID;ConfigManagerErrorCode;ConfigManagerUserConfig;CreationClassName;Description;DeviceID;ErrorCleared;ErrorDescription;HardwareID;InstallDate;LastErrorCode;Manufacturer;Name;PNPClass;PNPDeviceID;PowerManagementCapabilities;PowerManagementSupported;Present;Service;Status;StatusInfo;SystemCreationClassName;SystemName
"";Bluetooth Device (RFCOMM Protocol TDI);{e0cbf06c-cd8b-4647-bb8a-263b43f0f974};"";0;False;Win32_PnPEntity;Bluetooth Device (RFCOMM Protocol TDI);BTH\MS_RFCOMM\6&2776B02B&0&0;"";"";{BTH\MS_RFCOMM};"";"";Microsoft;Bluetooth Device (RFCOMM Protocol TDI);Bluetooth;BTH\MS_RFCOMM\6&2776B02B&0&0;"";"";True;RFCOMM;OK;"";Win32_ComputerSystem;NUC
"";Bluetooth Device (Personal Area Network);{4d36e972-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Bluetooth-Gerät (PAN);BTH\MS_BTHPAN\6&2776B02B&0&2;"";"";{BTH\MS_BTHPAN};"";"";Microsoft;Bluetooth Device (Personal Area Network);Net;BTH\MS_BTHPAN\6&2776B02B&0&2;"";"";True;BthPan;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Hyper-V-Virtualisierungsinfrastrukturtreiber;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Hyper-V-Virtualisierungsinfrastrukturtreiber;ROOT\VID\0000;"";"";{ROOT\VID};"";"";Microsoft;Microsoft Hyper-V-Virtualisierungsinfrastrukturtreiber;System;ROOT\VID\0000;"";"";True;Vid;OK;"";Win32_ComputerSystem;NUC
"";Hochpräzisionsereigniszeitgeber;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hochpräzisionsereigniszeitgeber;ACPI\PNP0103\0;"";"";{ACPI\VEN_PNP&DEV_0103, ACPI\PNP0103, *PNP0103};"";"";(Standardsystemgeräte);Hochpräzisionsereigniszeitgeber;System;ACPI\PNP0103\0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Volume;{71a27cdd-812a-11d0-bec7-08002be2092f};"";0;False;Win32_PnPEntity;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000003B7DC00000;"";"";{STORAGE\Volume};"";"";Microsoft;Volume;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000003B7DC00000;"";"";True;volume;OK;"";Win32_ComputerSystem;NUC
"";OneNote;{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{C97C1910-C9D6-49B2-8C30-E845469BC986};"";"";{PRINTENUM\{133619e4-143b-463a-b809-b1f51d05f973}, PRINTENUM\LocalPrintQueue, {133619e4-143b-463a-b809-b1f51d05f973}};"";"";Microsoft;OneNote;PrintQueue;SWD\PRINTENUM\{C97C1910-C9D6-49B2-8C30-E845469BC986};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Realtek Audio Effects Component;{5c4c3332-344d-483c-8739-259e934c9cc8};{SWC\Generic, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Realtek Audio Effects Component;SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&5&1C39BCDF&0;"";"";{SWC\VEN_10EC&AID_0001};"";"";Realtek;Realtek Audio Effects Component;SoftwareComponent;SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&5&1C39BCDF&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";WAN Miniport (IKEv2);{4d36e972-e325-11ce-bfc1-08002be10318};{SWD\Generic};0;False;Win32_PnPEntity;WAN-Miniport (IKEv2);SWD\MSRRAS\MS_AGILEVPNMINIPORT;"";"";{ms_agilevpnminiport};"";"";Microsoft;WAN Miniport (IKEv2);Net;SWD\MSRRAS\MS_AGILEVPNMINIPORT;"";"";True;RasAgileVpn;OK;"";Win32_ComputerSystem;NUC
"";Busenumerator für Verbundgeräte;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Busenumerator für Verbundgeräte;ROOT\COMPOSITEBUS\0000;"";"";{ROOT\CompositeBus};"";"";Microsoft;Busenumerator für Verbundgeräte;System;ROOT\COMPOSITEBUS\0000;"";"";True;CompositeBus;OK;"";Win32_ComputerSystem;NUC
"";Microsoft virtueller Datenträgerenumerator;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft virtueller Datenträgerenumerator;ROOT\VDRVROOT\0000;"";"";{ROOT\vdrvroot};"";"";Microsoft;Microsoft virtueller Datenträgerenumerator;System;ROOT\VDRVROOT\0000;"";"";True;vdrvroot;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Remote Display Adapter;{4d36e968-e325-11ce-bfc1-08002be10318};{RdpIdd_IndirectDisplay, SWD\Generic};0;False;Win32_PnPEntity;Microsoft Remote Display Adapter;SWD\REMOTEDISPLAYENUM\RDPIDD_INDIRECTDISPLAY&SESSIONID_0002;"";"";{RdpIdd_IndirectDisplay};"";"";Microsoft;Microsoft Remote Display Adapter;Display;SWD\REMOTEDISPLAYENUM\RDPIDD_INDIRECTDISPLAY&SESSIONID_0002;"";"";True;WUDFRd;OK;"";Win32_ComputerSystem;NUC
"";Microsoft-Controller für Speicherplätze;{4d36e97b-e325-11ce-bfc1-08002be10318};{DETECTEDInternal\spaceport, DETECTED\spaceport};0;False;Win32_PnPEntity;Microsoft-Controller für Speicherplätze;ROOT\SPACEPORT\0000;"";"";{Root\Spaceport};"";"";Microsoft;Microsoft-Controller für Speicherplätze;SCSIAdapter;ROOT\SPACEPORT\0000;"";"";True;spaceport;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;{50127dc3-0f36-415e-a6cc-4cb3be910b65};{ACPI\Processor};0;False;Win32_PnPEntity;Intel-Prozessor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_1;"";"";{ACPI\GenuineIntel_-_Intel64_Family_6_Model_142, *GenuineIntel_-_Intel64_Family_6_Model_142, ACPI\GenuineIntel_-_Intel64_Family_6, *GenuineIntel_-_Intel64_Family_6, ACPI\GenuineIntel_-_Intel64, *GenuineIntel_-_Intel64};"";"";Intel;Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;Processor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_1;"";"";True;intelppm;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;{50127dc3-0f36-415e-a6cc-4cb3be910b65};{ACPI\Processor};0;False;Win32_PnPEntity;Intel-Prozessor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_2;"";"";{ACPI\GenuineIntel_-_Intel64_Family_6_Model_142, *GenuineIntel_-_Intel64_Family_6_Model_142, ACPI\GenuineIntel_-_Intel64_Family_6, *GenuineIntel_-_Intel64_Family_6, ACPI\GenuineIntel_-_Intel64, *GenuineIntel_-_Intel64};"";"";Intel;Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;Processor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_2;"";"";True;intelppm;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;{50127dc3-0f36-415e-a6cc-4cb3be910b65};{ACPI\Processor};0;False;Win32_PnPEntity;Intel-Prozessor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_3;"";"";{ACPI\GenuineIntel_-_Intel64_Family_6_Model_142, *GenuineIntel_-_Intel64_Family_6_Model_142, ACPI\GenuineIntel_-_Intel64_Family_6, *GenuineIntel_-_Intel64_Family_6, ACPI\GenuineIntel_-_Intel64, *GenuineIntel_-_Intel64};"";"";Intel;Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;Processor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_3;"";"";True;intelppm;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;{50127dc3-0f36-415e-a6cc-4cb3be910b65};{ACPI\Processor};0;False;Win32_PnPEntity;Intel-Prozessor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_4;"";"";{ACPI\GenuineIntel_-_Intel64_Family_6_Model_142, *GenuineIntel_-_Intel64_Family_6_Model_142, ACPI\GenuineIntel_-_Intel64_Family_6, *GenuineIntel_-_Intel64_Family_6, ACPI\GenuineIntel_-_Intel64, *GenuineIntel_-_Intel64};"";"";Intel;Intel(R) Core(TM) i3-8109U CPU @ 3.00GHz;Processor;ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_142_-_INTEL(R)_CORE(TM)_I3-8109U_CPU_@_3.00GHZ\_4;"";"";True;intelppm;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Thermal Subsystem - 9DF9;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DF9&REV_30, PCI\VEN_8086&DEV_9DF9, PCI\VEN_8086&CC_118000, PCI\VEN_8086&CC_1180, PCI\VEN_8086, PCI\CC_118000, PCI\CC_1180};0;False;Win32_PnPEntity;Intel(R) Thermal Subsystem - 9DF9;PCI\VEN_8086&DEV_9DF9&SUBSYS_20748086&REV_30\3&11583659&0&90;"";"";{PCI\VEN_8086&DEV_9DF9&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DF9&SUBSYS_20748086, PCI\VEN_8086&DEV_9DF9&CC_118000, PCI\VEN_8086&DEV_9DF9&CC_1180};"";"";INTEL;Intel(R) Thermal Subsystem - 9DF9;System;PCI\VEN_8086&DEV_9DF9&SUBSYS_20748086&REV_30\3&11583659&0&90;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Maus für Remotedesktop;{4d36e96f-e325-11ce-bfc1-08002be10318};{TI_COMPAT_DEVICE};0;False;Win32_PnPEntity;Maus für Remotedesktop;TERMINPUT_BUS\UMB\2&2C22BCC9&0&SESSION2MOUSE0;"";"";{TS_INPT\TS_MOU};"";"";(Standardsystemgeräte);Maus für Remotedesktop;Mouse;TERMINPUT_BUS\UMB\2&2C22BCC9&0&SESSION2MOUSE0;"";"";True;terminpt;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Kernel Debug Network Adapter;{4d36e972-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Kerneldebugger-Netzwerkadapter;ROOT\KDNIC\0000;"";"";{root\kdnic};"";"";Microsoft;Microsoft Kernel Debug Network Adapter;Net;ROOT\KDNIC\0000;"";"";True;kdnic;OK;"";Win32_ComputerSystem;NUC
"";Standard-Volumeschattenkopie;{533c5b84-ec70-11d2-9505-00c04f79deaf};"";0;False;Win32_PnPEntity;Standard-Volumeschattenkopie;STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1;"";"";{STORAGE\VolumeSnapshot};"";"";Microsoft;Standard-Volumeschattenkopie;VolumeSnapshot;STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Thunderbolt(TM) HSA Component;{5c4c3332-344d-483c-8739-259e934c9cc8};{SWC\Generic, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Thunderbolt(TM) HSA Component;SWD\DRIVERENUM\THUNDERBOLTHOSTCONTROLLERHSA&7&3392C48C&0;"";"";{SWC\PROVIDER_Intel&&COMPONENT_ThunderboltHSA};"";"";Intel(R) Corporation;Thunderbolt(TM) HSA Component;SoftwareComponent;SWD\DRIVERENUM\THUNDERBOLTHOSTCONTROLLERHSA&7&3392C48C&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";HID-Tastatur;{4d36e96b-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;HID-Tastatur;HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL02\3&258C3FBC&0&0001;"";"";{HID\VID_FFFF&PID_BACE&REV_0002&MI_00&Col02, HID\VID_FFFF&PID_BACE&MI_00&Col02, HID\VID_FFFF&UP:0001_U:0006, HID_DEVICE_SYSTEM_KEYBOARD, HID_DEVICE_UP:0001_U:0006, HID_DEVICE};"";"";(Standardtastaturen);HID-Tastatur;Keyboard;HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL02\3&258C3FBC&0&0001;"";"";True;kbdhid;OK;"";Win32_ComputerSystem;NUC
"";UMBusenumerator;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;UMBusenumerator;UMB\UMB\1&841921D&0&TS_USB_HUB_ENUMERATOR;"";"";{UMB\UMBUS};"";"";Microsoft;UMBusenumerator;System;UMB\UMB\1&841921D&0&TS_USB_HUB_ENUMERATOR;"";"";True;umbus;OK;"";Win32_ComputerSystem;NUC
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\PCHRESV;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\PCHRESV;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) PCI Express Root Port #15 - 9DB6;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DB6&REV_F0, PCI\VEN_8086&DEV_9DB6, PCI\VEN_8086&CC_060400, PCI\VEN_8086&CC_0604, PCI\VEN_8086, PCI\CC_060400&DT_4, PCI\CC_060400, PCI\CC_0604&DT_4, PCI\CC_0604};0;False;Win32_PnPEntity;Intel(R) PCI Express Root Port #15 - 9DB6;PCI\VEN_8086&DEV_9DB6&SUBSYS_20748086&REV_F0\3&11583659&0&EE;"";"";{PCI\VEN_8086&DEV_9DB6&SUBSYS_20748086&REV_F0, PCI\VEN_8086&DEV_9DB6&SUBSYS_20748086, PCI\VEN_8086&DEV_9DB6&CC_060400, PCI\VEN_8086&DEV_9DB6&CC_0604};"";"";INTEL;Intel(R) PCI Express Root Port #15 - 9DB6;System;PCI\VEN_8086&DEV_9DB6&SUBSYS_20748086&REV_F0\3&11583659&0&EE;"";"";True;pci;OK;"";Win32_ComputerSystem;NUC
"";USB-Root-Hub (USB 3.0);{36fc9e60-c465-11cf-8056-444553540000};"";0;False;Win32_PnPEntity;USB-Root-Hub (USB 3.0);USB\ROOT_HUB30\4&2FBF7A17&0&0;"";"";{USB\ROOT_HUB30&VID8086&PID9DED&REV0030, USB\ROOT_HUB30&VID8086&PID9DED, USB\ROOT_HUB30};"";"";(Standardmäßige USB-HUBs);USB-Root-Hub (USB 3.0);USB;USB\ROOT_HUB30\4&2FBF7A17&0&0;"";"";True;USBHUB3;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Host Bridge/DRAM Registers - 3ECC;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_3ECC&REV_08, PCI\VEN_8086&DEV_3ECC, PCI\VEN_8086&CC_060000, PCI\VEN_8086&CC_0600, PCI\VEN_8086, PCI\CC_060000, PCI\CC_0600};0;False;Win32_PnPEntity;Intel(R) Host Bridge/DRAM Registers - 3ECC;PCI\VEN_8086&DEV_3ECC&SUBSYS_20748086&REV_08\3&11583659&0&00;"";"";{PCI\VEN_8086&DEV_3ECC&SUBSYS_20748086&REV_08, PCI\VEN_8086&DEV_3ECC&SUBSYS_20748086, PCI\VEN_8086&DEV_3ECC&CC_060000, PCI\VEN_8086&DEV_3ECC&CC_0600};"";"";INTEL;Intel(R) Host Bridge/DRAM Registers - 3ECC;System;PCI\VEN_8086&DEV_3ECC&SUBSYS_20748086&REV_08\3&11583659&0&00;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";I/O LPC Controller - 9D84 for mobile 8th Gen Intel(R) Core(TM) processor family;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9D84&REV_30, PCI\VEN_8086&DEV_9D84, PCI\VEN_8086&CC_060100, PCI\VEN_8086&CC_0601, PCI\VEN_8086, PCI\CC_060100, PCI\CC_0601};0;False;Win32_PnPEntity;I/O LPC Controller - 9D84 for mobile 8th Gen Intel(R) Core(TM) processor family;PCI\VEN_8086&DEV_9D84&SUBSYS_20748086&REV_30\3&11583659&0&F8;"";"";{PCI\VEN_8086&DEV_9D84&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9D84&SUBSYS_20748086, PCI\VEN_8086&DEV_9D84&CC_060100, PCI\VEN_8086&DEV_9D84&CC_0601};"";"";INTEL;I/O LPC Controller - 9D84 for mobile 8th Gen Intel(R) Core(TM) processor family;System;PCI\VEN_8086&DEV_9D84&SUBSYS_20748086&REV_30\3&11583659&0&F8;"";"";True;msisadrv;OK;"";Win32_ComputerSystem;NUC
"";WLAN;{62f9c741-b25a-46ce-b54c-9bccce08b6f2};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Generisches Softwaregerät;SWD\RADIO\{EAF5CFE7-9C9C-46C3-88C0-2A6D150BEA03};"";"";"";"";"";Microsoft;WLAN;SoftwareDevice;SWD\RADIO\{EAF5CFE7-9C9C-46C3-88C0-2A6D150BEA03};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Nicht-PnP Monitor (Standard);{4d36e96e-e325-11ce-bfc1-08002be10318};{*PNP09FF};0;False;Win32_PnPEntity;Nicht-PnP Monitor (Standard);DISPLAY\DEFAULT_MONITOR\1&1F0C3C2F&0&UID256;"";"";{MONITOR\Default_Monitor};"";"";(Standardmonitortypen);Nicht-PnP Monitor (Standard);Monitor;DISPLAY\DEFAULT_MONITOR\1&1F0C3C2F&0&UID256;"";"";True;monitor;OK;"";Win32_ComputerSystem;NUC
"";OneNote (Desktop) (umgeleitet 2);{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{9E1595FE-C72C-4DDE-811F-EF19C0AD95DD};"";"";{PRINTENUM\LocalPrintQueue};"";"";Microsoft;OneNote (Desktop) (umgeleitet 2);PrintQueue;SWD\PRINTENUM\{9E1595FE-C72C-4DDE-811F-EF19C0AD95DD};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Remoteaudio;{c166523c-fe0c-4a94-a586-f1a80cfbbf3e};{GenericAudioEndpoint, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Audioendpunkt;SWD\MMDEVAPI\{3.0.0.00000002}.{6C26BA7D-F0B2-4225-B422-8168C5261E45};"";"";{MMDEVAPI\AudioEndpoints};"";"";Microsoft;Remoteaudio;AudioEndpoint;SWD\MMDEVAPI\{3.0.0.00000002}.{6C26BA7D-F0B2-4225-B422-8168C5261E45};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";HID-konformer Systemcontroller;{745a17a0-74d3-11d0-b6fe-00a0c90f57da};"";0;False;Win32_PnPEntity;HID-konformer Systemcontroller;HID\VID_045E&PID_0750&MI_01&COL02\7&35502081&0&0001;"";"";{HID\VID_045E&PID_0750&REV_0110&MI_01&Col02, HID\VID_045E&PID_0750&MI_01&Col02, HID\VID_045E&UP:0001_U:0080, HID_DEVICE_SYSTEM_CONTROL, HID_DEVICE_UP:0001_U:0080, HID_DEVICE};"";"";(Standardsystemgeräte);HID-konformer Systemcontroller;HIDClass;HID\VID_045E&PID_0750&MI_01&COL02\7&35502081&0&0001;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Systemzeitgeber;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Systemzeitgeber;ACPI\PNP0100\4&38663FB2&0;"";"";{ACPI\VEN_PNP&DEV_0100, ACPI\PNP0100, *PNP0100};"";"";(Standardsystemgeräte);Systemzeitgeber;System;ACPI\PNP0100\4&38663FB2&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Smart Sound Technologie-Audiocontroller;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DC8&REV_30, PCI\VEN_8086&DEV_9DC8, PCI\VEN_8086&CC_040380, PCI\VEN_8086&CC_0403, PCI\VEN_8086, PCI\CC_040380, PCI\CC_0403};0;False;Win32_PnPEntity;Intel(R) Smart Sound Technologie-Audiocontroller;PCI\VEN_8086&DEV_9DC8&SUBSYS_20748086&REV_30\3&11583659&0&FB;"";"";{PCI\VEN_8086&DEV_9DC8&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DC8&SUBSYS_20748086, PCI\VEN_8086&DEV_9DC8&CC_040380, PCI\VEN_8086&DEV_9DC8&CC_0403};"";"";Intel(R) Corporation;Intel(R) Smart Sound Technologie-Audiocontroller;System;PCI\VEN_8086&DEV_9DC8&SUBSYS_20748086&REV_30\3&11583659&0&FB;"";"";True;IntcAudioBus;OK;"";Win32_ComputerSystem;NUC
"";UMBus-Stamm-Busenumerator;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;UMBus-Stamm-Busenumerator;ROOT\UMBUS\0000;"";"";{root\umbus};"";"";Microsoft;UMBus-Stamm-Busenumerator;System;ROOT\UMBUS\0000;"";"";True;umbus;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Windows-Verwaltungsschnittstelle für ACPI;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Windows-Verwaltungsschnittstelle für ACPI;ACPI\PNP0C14\SAMPLEDEV;"";"";{ACPI\VEN_PNP&DEV_0C14, ACPI\PNP0C14, *PNP0C14};"";"";Microsoft;Microsoft Windows-Verwaltungsschnittstelle für ACPI;System;ACPI\PNP0C14\SAMPLEDEV;"";"";True;WmiAcpi;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) SMBus - 9DA3;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DA3&REV_30, PCI\VEN_8086&DEV_9DA3, PCI\VEN_8086&CC_0C0500, PCI\VEN_8086&CC_0C05, PCI\VEN_8086, PCI\CC_0C0500, PCI\CC_0C05};0;False;Win32_PnPEntity;Intel(R) SMBus - 9DA3;PCI\VEN_8086&DEV_9DA3&SUBSYS_20748086&REV_30\3&11583659&0&FC;"";"";{PCI\VEN_8086&DEV_9DA3&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DA3&SUBSYS_20748086, PCI\VEN_8086&DEV_9DA3&CC_0C0500, PCI\VEN_8086&DEV_9DA3&CC_0C05};"";"";INTEL;Intel(R) SMBus - 9DA3;System;PCI\VEN_8086&DEV_9DA3&SUBSYS_20748086&REV_30\3&11583659&0&FC;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
